id_miembro,fec_registro,id_ciudad,genero,rango_edad,canal_pref,activo,fec_ultima_compra
13553,2025-01-24,Cantabria,,36-45,Tienda,True,2025-02-10
13554,2024-02-08,Badajoz,M,46-60,Web,True,2025-10-19
13555,2024-06-06,Melilla,,26-35,Mobile,True,2025-03-22
13556,2024-10-13,Guipúzcoa,,46-60,Web,True,2025-05-21
13557,2021-08-10,Córdoba,F,18-25,Mobile,True,2026-05-14
13558,2025-01-01,Barcelona,M,18-25,Mobile,True,2025-03-16
13559,2025-07-03,Valencia,M,26-35,Tienda,True,2025-09-04
13560,2023-06-08,Almería,M,36-45,Mobile,True,2025-08-30
13561,2024-03-23,Salamanca,,26-35,Mobile,True,2024-08-21
13562,2024-05-24,Cantabria,,26-35,Web,True,2026-04-25
13563,2022-12-16,Palencia,M,60+,Mobile,True,2025-11-27
13564,2024-12-09,Valencia,F,46-60,Tienda,True,2025-05-22
13565,2021-11-05,Córdoba,M,36-45,Mobile,True,2023-03-16
13566,2022-01-04,Toledo,F,26-35,Tienda,True,2022-12-15
13567,2025-03-07,Navarra,,60+,Web,True,2025-09-01
13568,2025-07-30,Sevilla,M,60+,Mobile,True,2025-09-27
13569,2024-05-21,Ceuta,,60+,Mobile,True,2024-08-10
13570,2025-11-20,Segovia,,46-60,Tienda,True,2026-03-10
13571,2024-03-17,Cáceres,M,18-25,Mobile,True,2024-09-05
13572,2024-10-23,Melilla,F,26-35,Web,True,2026-03-21
13573,2024-04-07,Ciudad,M,46-60,Tienda,True,2025-08-14
13574,2025-09-19,Albacete,F,46-60,Web,False,2025-11-11
13575,2024-03-14,Lugo,,36-45,Web,True,2026-02-03
13576,2026-01-24,Cuenca,F,46-60,Mobile,True,2026-01-26
13577,2022-08-25,Castellón,M,46-60,Mobile,True,2022-11-28
13578,2023-02-01,Zamora,F,46-60,Tienda,True,2024-01-01
13579,2022-06-10,La Rioja,F,36-45,Tienda,False,2022-12-15
13580,2022-06-05,Valladolid,,18-25,Tienda,True,2024-09-20
13581,2024-10-06,Zaragoza,F,60+,Mobile,False,2025-08-06
13582,2023-04-03,Madrid,F,26-35,Web,True,2025-04-24
13583,2022-04-29,Almería,M,36-45,Web,True,2026-02-25
13584,2024-02-01,Ávila,F,26-35,Web,True,2025-03-09
13585,2025-04-07,Granada,F,26-35,Tienda,True,2025-10-10
13586,2021-12-06,Guadalajara,,18-25,Web,True,2025-03-17
13587,2026-01-13,Cádiz,,46-60,Web,True,2026-04-02
13588,2022-12-24,Alicante,F,26-35,Mobile,False,2026-03-20
13589,2026-03-18,Asturias,M,18-25,Mobile,True,2026-05-08
13590,2022-10-07,Palencia,M,26-35,Tienda,True,2024-02-15
13591,2021-11-10,Salamanca,M,26-35,Web,True,2023-02-08
13592,2023-08-25,Tarragona,M,60+,Mobile,True,2025-02-12
13593,2022-05-14,Cáceres,F,18-25,Tienda,True,2024-09-21
13594,2022-12-22,Guipúzcoa,,36-45,Mobile,True,2024-06-26
13595,2023-11-18,León,M,26-35,Mobile,False,2026-01-01
13596,2024-07-16,Cantabria,M,26-35,Mobile,True,2025-07-14
13597,2025-09-29,Baleares,M,26-35,Web,True,2025-12-08
13598,2021-07-25,Palencia,,18-25,Web,True,2023-06-05
13599,2025-05-19,Albacete,M,26-35,Web,True,2025-11-23
13600,2022-09-17,Huesca,,60+,Web,True,2024-01-02
13601,2025-03-16,Lugo,,26-35,Mobile,True,2026-02-24
13602,2023-05-27,Álava,F,18-25,Tienda,False,2025-04-02
13603,2022-09-22,Huelva,F,60+,Web,True,2025-04-10
13604,2024-06-23,Cáceres,F,26-35,Web,False,2025-06-20
13605,2023-05-16,Zaragoza,F,46-60,Web,True,2025-05-23
13606,2025-06-23,Murcia,F,26-35,Tienda,True,2025-08-10
13607,2024-09-14,La Rioja,,60+,Mobile,True,2024-12-28
13608,2021-10-23,Segovia,,46-60,Mobile,True,2024-08-10
13609,2024-06-05,Segovia,M,60+,Tienda,True,2025-06-12
13610,2022-04-30,Granada,F,60+,Mobile,True,2024-06-17
13611,2023-06-23,Girona,F,18-25,Mobile,True,2026-03-15
13612,2021-12-22,Castellón,,26-35,Web,True,2022-11-03
13613,2022-01-12,Las Palmas,M,60+,Web,True,2022-07-14
13614,2024-06-02,Albacete,M,26-35,Mobile,True,2025-02-19
13615,2022-03-25,Burgos,M,46-60,Web,True,2024-08-08
13616,2025-01-05,Jaén,,36-45,Mobile,True,2025-06-18
13617,2025-07-31,Barcelona,,26-35,Mobile,True,2026-01-18
13618,2021-07-26,Guadalajara,F,26-35,Mobile,True,2022-04-30
13619,2021-09-26,Álava,,26-35,Mobile,True,2025-09-02
13620,2024-03-05,Palencia,,60+,Tienda,True,2025-09-14
13621,2022-07-25,Guipúzcoa,,46-60,Mobile,True,2023-11-09
13622,2026-03-04,Ceuta,,26-35,Tienda,True,2026-04-08
13623,2024-06-07,Lleida,M,60+,Web,True,2024-09-12
13624,2026-04-22,Ceuta,F,46-60,Web,False,2026-05-12
13625,2024-07-20,La Coruña,M,26-35,Web,True,2025-01-11
13626,2022-09-10,Melilla,,26-35,Web,True,2024-10-03
13627,2025-10-12,Córdoba,,18-25,Web,True,2026-05-14
13628,2021-10-25,Valencia,F,26-35,Tienda,True,2023-12-13
13629,2025-05-23,Albacete,M,36-45,Tienda,True,2025-09-04
13630,2022-10-10,Albacete,F,26-35,Mobile,True,2025-04-04
13631,2022-01-23,Baleares,,36-45,Web,True,2024-12-22
13632,2023-08-02,Ciudad,F,36-45,Web,True,2025-09-04
13633,2025-05-10,Córdoba,F,36-45,Web,True,2025-06-12
13634,2024-07-03,Santa Cruz de Tenerife,,26-35,Mobile,True,2025-08-08
13635,2022-03-26,Lugo,F,46-60,Tienda,True,2022-04-10
13636,2023-09-25,Asturias,,60+,Web,False,2024-01-14
13637,2023-10-12,Toledo,,26-35,Tienda,True,2024-03-15
13638,2025-07-25,Ceuta,M,36-45,Mobile,True,2026-01-13
13639,2026-04-30,Navarra,,60+,Tienda,True,2026-05-01
13640,2024-12-18,Huelva,M,46-60,Mobile,True,2026-04-20
13641,2022-01-02,Vizcaya,F,26-35,Mobile,True,2024-08-10
13642,2025-07-05,La Coruña,,26-35,Web,True,2025-12-03
13643,2024-10-17,Ciudad,F,60+,Tienda,False,2025-11-19
13644,2022-10-02,Palencia,F,60+,Web,False,2024-09-20
13645,2024-02-11,Madrid,M,36-45,Web,True,2024-10-24
13646,2021-12-31,Navarra,,36-45,Mobile,True,2022-08-27
13647,2023-09-20,Soria,F,36-45,Tienda,True,2026-02-11
13648,2024-07-14,Palencia,M,60+,Tienda,True,2025-05-28
13649,2023-10-27,Valencia,F,46-60,Web,True,2023-12-12
13650,2024-08-31,Lleida,M,26-35,Web,True,2025-12-10
13651,2023-06-01,Salamanca,F,18-25,Tienda,True,2024-03-24
13652,2025-08-20,Valencia,M,60+,Mobile,False,2026-01-17
13653,2023-01-19,Cáceres,F,60+,Mobile,True,2023-03-23
13654,2024-02-04,Burgos,,46-60,Mobile,True,2025-04-05
13655,2025-03-31,Jaén,,36-45,Web,False,2026-03-21
13656,2022-06-07,Castellón,M,36-45,Tienda,True,2023-02-08
13657,2024-05-01,Melilla,,36-45,Tienda,True,2025-08-11
13658,2024-06-06,Cáceres,F,18-25,Tienda,True,2024-09-16
13659,2021-08-08,Tarragona,,26-35,Tienda,True,2024-07-29
13660,2026-01-21,Segovia,F,18-25,Tienda,True,2026-03-24
13661,2022-05-09,Segovia,F,26-35,Tienda,True,2022-10-28
13662,2021-08-31,Zamora,,36-45,Tienda,True,2022-03-15
13663,2025-07-29,Huelva,M,18-25,Mobile,True,2025-11-13
13664,2022-07-12,Ourense,,46-60,Web,True,2024-05-23
13665,2024-05-05,Huesca,M,26-35,Mobile,True,2026-02-23
13666,2026-02-17,León,F,46-60,Tienda,True,2026-03-07
13667,2023-12-05,Cantabria,M,60+,Mobile,True,2024-07-27
13668,2022-11-23,Barcelona,,36-45,Tienda,True,2024-05-05
13669,2023-08-23,Huelva,F,46-60,Web,True,2025-03-21
13670,2023-01-02,Cantabria,M,46-60,Mobile,True,2025-02-07
13671,2023-03-16,Jaén,F,36-45,Web,True,2025-03-24
13672,2021-06-14,Ourense,M,46-60,Mobile,True,2021-06-19
13673,2025-08-17,Asturias,,26-35,Web,True,2025-09-08
13674,2022-04-17,Toledo,,18-25,Mobile,True,2024-04-13
13675,2023-10-18,Melilla,F,18-25,Tienda,True,2024-05-08
13676,2024-03-01,Huelva,F,18-25,Mobile,True,2024-08-30
13677,2025-08-24,Baleares,,36-45,Web,True,2026-03-30
13678,2025-11-19,Álava,M,60+,Web,True,2025-12-28
13679,2021-09-22,Ávila,,46-60,Tienda,True,2025-05-10
13680,2025-08-09,Málaga,,18-25,Tienda,True,2026-04-19
13681,2024-02-18,Teruel,M,18-25,Tienda,True,2025-05-20
13682,2022-01-29,Toledo,M,36-45,Web,True,2023-08-11
13683,2022-04-29,Tarragona,F,60+,Mobile,True,2024-04-04
13684,2023-03-21,Guadalajara,F,60+,Mobile,True,2026-01-07
13685,2025-03-01,Córdoba,F,46-60,Tienda,True,2026-02-12
13686,2025-03-30,Salamanca,F,36-45,Web,True,2026-01-28
13687,2024-11-14,Baleares,F,26-35,Web,True,2024-11-20
13688,2022-08-02,Murcia,,18-25,Mobile,True,2026-01-20
13689,2021-10-27,Lugo,M,18-25,Tienda,True,2022-12-28
13690,2022-03-24,Salamanca,,18-25,Web,True,2023-04-14
13691,2025-05-18,Córdoba,F,36-45,Tienda,True,2025-08-17
13692,2022-06-15,Sevilla,F,46-60,Tienda,True,2025-04-07
13693,2026-05-04,Jaén,M,18-25,Web,True,2026-05-14
13694,2022-10-10,Navarra,F,36-45,Tienda,False,2024-07-02
13695,2025-06-15,Tarragona,,18-25,Web,True,2025-09-05
13696,2025-05-08,Lugo,F,60+,Web,True,2026-04-29
13697,2022-10-18,Jaén,,18-25,Mobile,True,2025-08-21
13698,2025-10-01,Lleida,,26-35,Tienda,True,2026-01-11
13699,2024-06-21,Cuenca,,36-45,Tienda,True,2026-01-13
13700,2023-12-20,León,M,36-45,Tienda,False,2025-09-15
13701,2025-09-10,La Coruña,M,18-25,Tienda,True,2026-04-11
13702,2025-11-17,Albacete,F,18-25,Mobile,True,2026-04-18
13703,2021-11-01,Granada,M,18-25,Web,True,2025-04-28
13704,2026-05-10,Zamora,M,36-45,Tienda,True,2026-05-17
13705,2022-05-28,Valladolid,M,18-25,Mobile,True,2023-11-28
13706,2023-11-01,Zaragoza,M,26-35,Web,True,2024-01-18
13707,2025-07-30,Santa Cruz de Tenerife,,60+,Tienda,True,2025-11-14
13708,2021-05-29,Palencia,,36-45,Web,True,2022-03-23
13709,2025-04-30,Córdoba,F,18-25,Mobile,True,2026-03-21
13710,2025-04-29,Álava,F,18-25,Mobile,True,2025-07-12
13711,2022-06-30,Ávila,F,60+,Web,True,2024-05-14
13712,2021-08-02,Cádiz,M,36-45,Mobile,True,2021-09-23
13713,2024-10-20,Álava,,36-45,Web,True,2026-02-15
13714,2022-10-09,Ciudad,,26-35,Mobile,True,2024-07-05
13715,2021-10-24,Cádiz,M,26-35,Web,True,2025-06-23
13716,2023-11-06,Segovia,M,60+,Mobile,True,2024-12-18
13717,2025-12-16,Lugo,M,36-45,Web,True,2026-02-19
13718,2023-08-14,Navarra,M,46-60,Web,True,2026-01-17
13719,2022-07-02,Álava,M,36-45,Web,True,2025-08-29
13720,2026-03-12,Teruel,,26-35,Mobile,True,2026-05-14
13721,2026-04-26,Pontevedra,M,46-60,Web,True,2026-04-29
13722,2022-06-25,Burgos,F,18-25,Tienda,True,2025-05-27
13723,2022-06-06,Salamanca,,46-60,Web,True,2026-04-02
13724,2022-08-23,Baleares,F,26-35,Web,True,2025-07-11
13725,2021-05-22,Segovia,F,26-35,Mobile,True,2024-12-11
13726,2022-10-11,Valencia,M,26-35,Web,True,2025-09-07
13727,2023-03-14,Albacete,M,36-45,Tienda,True,2025-12-10
13728,2025-09-05,Baleares,,36-45,Mobile,True,2026-03-12
13729,2024-05-30,La Coruña,F,18-25,Tienda,True,2025-05-09
13730,2025-10-01,Burgos,F,18-25,Tienda,False,2026-02-05
13731,2025-08-28,Granada,F,60+,Web,True,2025-08-31
13732,2022-01-06,Castellón,M,26-35,Mobile,True,2023-05-01
13733,2024-05-06,Asturias,M,18-25,Tienda,False,2025-05-25
13734,2024-03-09,Huesca,,26-35,Web,False,2025-01-26
13735,2025-01-31,Asturias,M,36-45,Web,True,2025-09-27
13736,2023-06-12,Cuenca,,60+,Tienda,True,2024-10-03
13737,2024-01-21,Cantabria,M,26-35,Tienda,False,2026-02-25
13738,2025-09-13,Huesca,F,18-25,Tienda,True,2025-10-31
13739,2021-07-07,Tarragona,,26-35,Tienda,True,2024-03-17
13740,2023-09-03,Navarra,F,36-45,Tienda,True,2025-12-25
13741,2022-12-24,Asturias,F,60+,Mobile,False,2026-02-06
13742,2022-03-17,León,M,36-45,Mobile,True,2026-04-11
13743,2021-11-30,Valladolid,F,36-45,Web,True,2025-09-24
13744,2025-08-24,Asturias,F,46-60,Mobile,True,2026-03-08
13745,2022-02-22,Cuenca,F,26-35,Tienda,True,2022-03-19
13746,2025-01-08,Santa Cruz de Tenerife,,60+,Mobile,True,2025-06-13
13747,2023-07-04,Las Palmas,F,60+,Web,True,2025-11-14
13748,2022-03-01,Pontevedra,M,36-45,Web,True,2026-04-18
13749,2021-06-01,Lleida,,26-35,Tienda,True,2023-10-03
13750,2024-02-12,Albacete,M,36-45,Web,True,2024-03-12
13751,2021-07-10,Albacete,,46-60,Mobile,True,2026-02-13
13752,2022-02-14,Madrid,F,60+,Tienda,True,2023-08-29
13753,2024-04-22,Navarra,,46-60,Mobile,True,2024-04-24
13754,2023-05-14,Valladolid,,18-25,Web,True,2026-03-19
13755,2025-03-22,Castellón,M,60+,Tienda,True,2025-06-19
13756,2022-08-14,Burgos,F,18-25,Tienda,False,2024-09-14
13757,2025-12-30,Pontevedra,M,36-45,Web,True,2025-12-31
13758,2025-03-27,Teruel,M,18-25,Mobile,True,2025-10-31
13759,2026-03-10,Málaga,,26-35,Web,True,2026-05-17
13760,2025-08-18,Huesca,M,26-35,Mobile,True,2026-02-01
13761,2023-03-13,Baleares,M,46-60,Tienda,True,2025-08-14
13762,2022-01-28,Tarragona,M,18-25,Mobile,True,2024-12-21
13763,2023-01-17,Almería,,36-45,Tienda,True,2025-05-17
13764,2025-07-22,Málaga,,26-35,Mobile,True,2025-12-06
13765,2023-03-20,Ávila,M,60+,Mobile,False,2023-08-26
13766,2021-06-10,Badajoz,F,18-25,Web,True,2023-02-13
13767,2024-01-05,Vizcaya,,36-45,Web,True,2025-07-31
13768,2022-09-04,Palencia,,18-25,Tienda,False,2024-08-17
13769,2021-05-28,La Coruña,M,46-60,Mobile,True,2021-10-23
13770,2024-06-04,Segovia,M,46-60,Web,True,2024-11-29
13771,2021-08-16,Cáceres,F,26-35,Web,True,2024-07-20
13772,2021-09-24,León,,60+,Tienda,True,2024-03-04
13773,2025-12-31,Vizcaya,M,46-60,Mobile,True,2026-04-27
13774,2026-03-11,Soria,,46-60,Mobile,True,2026-04-02
13775,2024-03-07,Tarragona,,36-45,Mobile,True,2024-06-21
13776,2024-11-26,Segovia,,18-25,Tienda,True,2026-04-24
13777,2022-08-22,Ourense,F,18-25,Tienda,False,2025-09-03
13778,2025-04-02,Burgos,M,60+,Web,True,2026-05-17
13779,2023-06-11,Palencia,F,60+,Web,True,2023-10-04
13780,2025-09-05,Cádiz,M,60+,Tienda,True,2026-01-04
13781,2021-08-31,Navarra,F,36-45,Mobile,True,2024-09-14
13782,2022-02-18,Málaga,F,18-25,Tienda,False,2023-05-27
13783,2022-03-22,Vizcaya,,36-45,Web,True,2023-07-19
13784,2024-07-15,Málaga,F,26-35,Mobile,True,2025-04-29
13785,2021-09-21,Alicante,F,18-25,Mobile,True,2026-03-01
13786,2024-03-03,Segovia,,26-35,Tienda,False,2026-03-25
13787,2022-08-24,Girona,,18-25,Mobile,True,2024-07-15
13788,2023-12-02,Madrid,M,60+,Web,True,2024-02-11
13789,2023-02-14,Cantabria,M,36-45,Tienda,True,2025-10-28
13790,2023-07-23,Pontevedra,M,46-60,Mobile,True,2024-01-07
13791,2022-08-12,Cádiz,F,60+,Web,True,2023-04-12
13792,2025-05-29,Baleares,M,18-25,Mobile,True,2026-02-21
13793,2025-10-25,Barcelona,F,60+,Tienda,True,2025-10-27
13794,2021-09-27,Barcelona,M,46-60,Mobile,True,2025-12-30
13795,2022-08-13,Palencia,F,36-45,Web,True,2023-02-05
13796,2024-07-20,Tarragona,F,26-35,Mobile,True,2026-03-17
13797,2025-01-28,Ávila,,26-35,Tienda,True,2025-12-23
13798,2024-11-10,Cuenca,F,46-60,Mobile,True,2025-05-05
13799,2025-07-23,Cuenca,M,60+,Mobile,True,2026-03-05
13800,2024-01-02,Albacete,,60+,Web,True,2024-11-08
13801,2021-11-17,Burgos,F,18-25,Web,False,2023-10-17
13802,2021-12-04,Huesca,M,26-35,Mobile,True,2023-10-16
13803,2024-02-17,Las Palmas,F,60+,Mobile,True,2026-05-15
13804,2023-04-07,Toledo,F,46-60,Mobile,True,2025-09-03
13805,2025-03-26,Cantabria,M,36-45,Web,True,2025-10-24
13806,2026-03-29,Valencia,M,36-45,Tienda,True,2026-05-06
13807,2024-05-07,Guipúzcoa,F,26-35,Tienda,True,2025-08-18
13808,2024-06-19,La Rioja,F,18-25,Tienda,True,2024-07-28
13809,2025-12-22,Málaga,M,18-25,Mobile,True,2026-04-20
13810,2025-01-06,Pontevedra,M,18-25,Web,True,2025-07-21
13811,2025-01-05,Ceuta,,18-25,Web,True,2025-04-07
13812,2022-01-01,Madrid,M,26-35,Tienda,True,2024-10-03
13813,2023-07-02,Ourense,M,60+,Web,True,2024-03-30
13814,2021-06-06,Cádiz,F,18-25,Mobile,True,2025-09-25
13815,2022-12-02,Córdoba,,60+,Web,False,2023-06-19
13816,2022-02-13,Ávila,F,36-45,Mobile,True,2022-09-27
13817,2022-08-21,La Coruña,,36-45,Web,True,2025-10-28
13818,2025-03-03,Ceuta,F,18-25,Tienda,True,2025-08-28
13819,2025-08-22,Jaén,F,46-60,Mobile,True,2025-10-09
13820,2024-03-29,Badajoz,F,60+,Web,True,2025-11-08
13821,2024-11-26,Madrid,M,60+,Mobile,True,2025-08-28
13822,2021-09-02,Zamora,,18-25,Mobile,True,2023-07-01
13823,2024-06-26,Albacete,M,26-35,Mobile,True,2025-08-02
13824,2024-05-24,Murcia,M,46-60,Web,True,2025-08-20
13825,2023-03-28,Asturias,F,36-45,Tienda,True,2024-12-09
13826,2021-07-05,La Rioja,M,46-60,Web,True,2024-10-01
13827,2023-05-08,Huelva,,36-45,Mobile,True,2023-09-30
13828,2021-07-08,Palencia,,36-45,Tienda,True,2024-10-27
13829,2022-07-06,Almería,M,60+,Tienda,True,2025-06-06
13830,2024-05-01,Granada,F,60+,Tienda,True,2025-11-11
13831,2022-07-08,Huesca,F,60+,Tienda,True,2025-03-11
13832,2024-05-29,Guadalajara,M,60+,Mobile,True,2025-01-01
13833,2024-12-01,Granada,F,26-35,Tienda,True,2025-05-30
13834,2026-04-29,Zamora,,18-25,Web,True,2026-05-05
13835,2024-02-09,Valencia,,36-45,Tienda,True,2024-09-07
13836,2022-02-01,Baleares,F,18-25,Tienda,True,2024-08-16
13837,2024-06-06,Ourense,F,36-45,Web,True,2024-11-08
13838,2022-02-03,Palencia,,46-60,Web,True,2022-02-12
13839,2023-02-28,Castellón,,18-25,Tienda,True,2023-09-08
13840,2021-08-30,Barcelona,,36-45,Mobile,True,2022-09-30
13841,2021-10-09,Cádiz,M,46-60,Tienda,True,2024-01-06
13842,2024-12-28,León,F,46-60,Web,True,2026-04-22
13843,2025-05-05,Guipúzcoa,,26-35,Tienda,True,2025-10-04
13844,2021-07-29,Murcia,M,60+,Web,True,2021-10-29
13845,2022-07-29,Soria,M,36-45,Tienda,True,2025-02-08
13846,2022-01-12,Castellón,,46-60,Tienda,True,2023-05-10
13847,2024-12-17,Toledo,M,26-35,Mobile,True,2025-06-27
13848,2025-04-11,Santa Cruz de Tenerife,,18-25,Mobile,True,2025-08-14
13849,2023-09-12,Toledo,M,18-25,Mobile,True,2024-05-01
13850,2026-01-11,Santa Cruz de Tenerife,F,18-25,Tienda,False,2026-05-17
13851,2022-11-13,León,F,18-25,Web,True,2026-01-24
13852,2023-04-20,Almería,F,46-60,Mobile,True,2023-05-07
13853,2025-03-12,Valladolid,,46-60,Tienda,True,2026-04-16
13854,2022-01-25,Las Palmas,,36-45,Web,True,2025-03-05
13855,2021-05-22,Castellón,F,36-45,Tienda,True,2023-08-08
13856,2021-12-28,Cáceres,,26-35,Tienda,True,2024-03-13
13857,2022-10-25,Cuenca,F,18-25,Tienda,True,2023-09-16
13858,2021-06-24,Girona,,36-45,Tienda,True,2023-08-18
13859,2023-03-10,Soria,M,26-35,Tienda,True,2025-09-11
13860,2021-06-18,Ourense,F,26-35,Tienda,True,2022-03-11
13861,2024-09-08,Córdoba,,36-45,Mobile,True,2025-02-19
13862,2023-12-18,Pontevedra,,18-25,Tienda,True,2025-09-29
13863,2022-04-15,Huesca,F,36-45,Tienda,True,2024-10-06
13864,2025-11-09,Sevilla,F,18-25,Web,False,2026-02-28
13865,2022-01-15,Castellón,,46-60,Mobile,True,2023-12-03
13866,2026-01-13,Almería,M,60+,Tienda,True,2026-02-25
13867,2024-07-25,Tarragona,M,36-45,Tienda,True,2024-11-09
13868,2024-12-30,Badajoz,M,46-60,Web,True,2025-11-07
13869,2026-03-08,Granada,,18-25,Tienda,True,2026-05-10
13870,2022-10-24,Cáceres,F,60+,Tienda,True,2023-05-01
13871,2024-11-18,Asturias,,46-60,Web,True,2025-03-06
13872,2022-09-12,Santa Cruz de Tenerife,F,18-25,Tienda,True,2025-04-17
13873,2022-07-23,Segovia,M,36-45,Mobile,True,2025-10-29
13874,2025-04-16,Cuenca,M,60+,Tienda,True,2026-05-07
13875,2022-06-03,Ciudad,,36-45,Mobile,True,2026-03-24
13876,2024-11-05,Cádiz,M,60+,Web,True,2025-11-14
13877,2022-06-03,Lleida,F,60+,Tienda,True,2023-08-01
13878,2022-01-05,Lleida,F,46-60,Tienda,True,2025-01-31
13879,2023-11-03,Córdoba,M,36-45,Web,True,2025-07-24
13880,2022-07-22,Guipúzcoa,F,26-35,Tienda,True,2024-08-03
13881,2022-01-21,Zaragoza,M,26-35,Tienda,True,2025-07-11
13882,2023-12-16,Alicante,,18-25,Tienda,True,2025-10-01
13883,2023-03-29,Baleares,F,60+,Mobile,True,2024-03-28
13884,2025-02-27,Girona,F,36-45,Mobile,True,2025-07-14
13885,2022-02-01,Málaga,M,36-45,Web,True,2025-07-19
13886,2022-03-20,Huelva,F,46-60,Tienda,True,2025-12-13
13887,2023-02-11,Alicante,,26-35,Mobile,True,2024-10-12
13888,2022-08-12,Castellón,M,26-35,Mobile,True,2026-02-26
13889,2021-06-18,Santa Cruz de Tenerife,F,26-35,Mobile,True,2025-11-29
13890,2024-06-03,Sevilla,F,18-25,Mobile,True,2025-02-23
13891,2026-03-17,Vizcaya,F,26-35,Web,False,2026-04-16
13892,2022-05-11,Madrid,F,46-60,Mobile,True,2024-08-27
13893,2022-10-29,Zamora,,36-45,Tienda,True,2023-01-07
13894,2023-02-03,Salamanca,,36-45,Tienda,True,2026-05-16
13895,2021-06-12,Guadalajara,F,36-45,Tienda,True,2022-02-13
13896,2021-09-13,Las Palmas,M,46-60,Tienda,True,2025-05-18
13897,2022-08-11,Tarragona,,46-60,Tienda,True,2026-02-27
13898,2021-10-13,Santa Cruz de Tenerife,,46-60,Mobile,True,2022-11-03
13899,2021-10-03,Cantabria,M,46-60,Web,True,2021-11-23
13900,2023-03-11,Palencia,F,18-25,Web,True,2026-02-22
13901,2023-09-18,Navarra,,36-45,Web,False,2024-01-05
13902,2023-06-27,Zaragoza,F,36-45,Web,True,2023-11-07
13903,2022-06-28,Burgos,M,60+,Web,True,2024-01-10
13904,2023-12-29,Huelva,F,60+,Web,True,2026-03-20
13905,2022-07-09,Castellón,,46-60,Web,True,2026-04-10
13906,2023-03-02,Lleida,,26-35,Tienda,True,2024-07-20
13907,2023-07-18,Granada,F,46-60,Mobile,True,2023-10-17
13908,2023-06-17,Murcia,F,36-45,Web,True,2025-02-24
13909,2025-04-06,Almería,M,36-45,Mobile,True,2026-03-21
13910,2024-08-26,Cuenca,F,36-45,Web,True,2026-04-29
13911,2022-07-01,Toledo,F,36-45,Tienda,True,2024-07-07
13912,2022-04-13,Málaga,M,60+,Tienda,True,2024-05-17
13913,2025-02-23,Girona,F,36-45,Tienda,True,2026-01-04
13914,2026-04-14,Barcelona,F,26-35,Tienda,True,2026-04-20
13915,2023-06-18,Pontevedra,,46-60,Mobile,True,2024-01-11
13916,2022-05-02,Huelva,F,26-35,Mobile,True,2026-03-02
13917,2025-08-04,León,F,36-45,Tienda,True,2025-12-21
13918,2022-02-27,Murcia,M,26-35,Mobile,False,2023-05-18
13919,2021-08-11,Santa Cruz de Tenerife,,60+,Tienda,True,2022-10-01
13920,2022-03-17,Girona,,46-60,Mobile,False,2024-01-26
13921,2024-08-16,Lugo,F,36-45,Web,True,2026-01-25
13922,2021-05-26,Granada,,36-45,Tienda,True,2024-08-08
13923,2026-01-31,Vizcaya,M,18-25,Tienda,True,2026-02-17
13924,2022-11-10,Castellón,F,18-25,Mobile,True,2024-05-07
13925,2021-12-12,Teruel,F,46-60,Mobile,True,2024-09-22
13926,2023-04-08,Ávila,,26-35,Tienda,True,2024-03-11
13927,2024-12-28,La Rioja,M,60+,Tienda,True,2025-12-30
13928,2024-12-27,Cuenca,F,60+,Web,True,2026-01-14
13929,2022-04-21,La Coruña,M,36-45,Web,True,2024-04-29
13930,2026-05-07,Ourense,,36-45,Tienda,True,2026-05-07
13931,2022-09-04,Las Palmas,,46-60,Web,True,2022-12-15
13932,2021-05-22,Santa Cruz de Tenerife,,60+,Web,True,2025-09-09
13933,2022-10-04,Ciudad,,36-45,Web,True,2025-06-16
13934,2025-04-05,Pontevedra,M,60+,Tienda,True,2025-10-01
13935,2022-03-12,Ceuta,,26-35,Tienda,True,2022-07-31
13936,2023-02-19,Teruel,F,36-45,Web,True,2025-03-07
13937,2024-07-29,Zaragoza,M,26-35,Tienda,True,2025-06-05
13938,2023-06-29,Badajoz,,18-25,Mobile,True,2025-02-13
13939,2023-12-04,Segovia,,60+,Mobile,False,2026-04-24
13940,2024-07-13,Sevilla,,60+,Tienda,False,2024-12-07
13941,2023-02-27,Castellón,M,60+,Tienda,True,2023-04-17
13942,2025-07-10,Ourense,F,26-35,Mobile,True,2026-01-27
13943,2025-05-13,Albacete,F,26-35,Mobile,True,2026-05-16
13944,2025-01-18,Granada,F,18-25,Web,True,2026-04-29
13945,2021-06-24,Teruel,F,60+,Mobile,True,2021-12-22
13946,2021-07-04,León,F,60+,Web,True,2023-10-26
13947,2021-10-08,Cádiz,F,18-25,Mobile,True,2025-07-26
13948,2025-06-03,Ciudad,M,46-60,Web,True,2025-08-29
13949,2026-03-22,Murcia,F,18-25,Web,True,2026-05-03
13950,2022-12-30,Guadalajara,,46-60,Web,True,2023-06-14
13951,2025-08-04,Pontevedra,F,18-25,Tienda,True,2025-08-30
13952,2026-03-05,La Rioja,M,60+,Tienda,True,2026-03-27
13953,2025-09-02,Alicante,F,46-60,Mobile,True,2026-02-07
13954,2022-08-05,Murcia,F,26-35,Mobile,True,2023-08-11
13955,2021-08-01,Lleida,,60+,Tienda,False,2022-12-21
13956,2025-01-10,Córdoba,,46-60,Mobile,True,2025-01-13
13957,2022-11-10,Burgos,M,18-25,Tienda,True,2025-12-13
