art_id,cod_barra,desc_art,id_categ_n1,id_categ_n2,id_categ_n3,id_proveedor,precio_lista,peso_kg,unid_medida,activo,fec_alta
1343,2825150910331,Ergonomic Wooden Gloves,Hogar,Cocina,propio,32,113.04,3.77,KG,True,2024-08-22
1344,8867266284979,Concrete Car,Bebés,Ropa bebé,esto,389,359.04,14.31,LT,True,2025-08-26
1345,3070948564947,Ball,Hogar,Limpieza,serie,211,1260.8,14.16,KG,True,2023-06-09
1346,3808897515358,Refined Keyboard,Bebés,Ropa bebé,respuesta,487,260.34,12.29,UND,True,2025-01-03
1347,8569559305278,Sleek Wooden Computer,Bebés,Ropa bebé,siguientes,542,1160.18,13.83,KG,True,2025-12-19
1348,9710665607087,Frozen Bacon,Hogar,Limpieza,aspectos,240,1041.63,11.35,UND,True,2024-01-28
1349,2501474886063,Licensed Fish,Tecnología,TV,segunda,550,38.99,0.21,LT,True,2024-03-23
1350,0611101724629,Keyboard,Moda,Camisas,fuego,173,140.24,13.6,UND,True,2025-05-12
1351,6937290295578,Shoes,Bebés,Ropa bebé,libre,72,191.3,0.66,KG,True,2025-02-28
1352,1146274747360,Intelligent Wooden Table,Hogar,Limpieza,área,637,1244.39,12.32,UND,True,2026-02-28
1353,8561786573048,Plastic Cheese,Moda,Zapatos,resultados,516,324.62,10.94,LT,True,2025-07-27
1354,0739923779457,Bike,Hogar,Cocina,general,582,1203.81,0.42,KG,True,2025-10-29
1355,5188527763938,Ergonomic Frozen Mouse,Hogar,Limpieza,régimen,764,288.93,8.69,KG,True,2026-03-10
1356,4230147391785,Awesome Steel Chair,Hogar,Cocina,cabeza,649,1238.05,1.39,KG,True,2023-07-21
1357,7002352068922,Soap,Tecnología,Celulares,p,407,520.57,6.94,UND,True,2025-08-25
1358,2717526374390,Awesome Concrete Pants,Bebés,Pañales,puerto,286,300.92,12.21,LT,True,2023-09-02
1359,7107386719304,Rubber Shoes,Moda,Pantalones,dan,155,1072.02,17.27,KG,True,2024-06-27
1360,2462467347759,Gloves,Bebés,Juguetes,aspecto,468,199.93,10.38,UND,True,2026-02-06
1361,5750855756892,Tasty Shoes,Tecnología,Celulares,bueno,358,2498.17,4.25,KG,True,2025-01-08
1362,3240979568515,Soap,Tecnología,Computadores,lenguaje,249,76.79,14.12,LT,True,2025-02-16
1363,4928817276646,Unbranded Fresh Fish,Tecnología,Celulares,destino,532,215.3,15.76,KG,True,2024-10-08
1364,8626462005623,Rubber Soap,Bebés,Juguetes,pacientes,141,366.27,12.94,UND,True,2025-01-11
1365,4331765154070,Tuna,Hogar,Decoración,voz,432,157.71,3.96,LT,True,2025-08-12
1366,0828206407849,Rubber Chips,Moda,Zapatos,las,176,491.25,8.48,UND,True,2025-12-11
1367,9978265631707,Handmade Plastic Bacon,Moda,Pantalones,siguiente,631,293.53,18.94,LT,True,2023-09-12
1368,0355431969007,Awesome Metal Towels,Moda,Pantalones,cuanto,296,460.57,17.7,KG,True,2024-03-24
1369,8829282796683,Rustic Granite Chicken,Moda,Pantalones,verdad,350,136.11,1.72,UND,True,2023-12-12
1370,8994245561087,New Ball,Moda,Zapatos,ahí,57,119.88,18.93,LT,True,2025-11-04
1371,7925820137947,Tasty Sausages,Tecnología,Celulares,pocos,280,321.82,12.37,LT,True,2026-04-26
1372,2274428695447,Rubber Shirt,Hogar,Decoración,europa,242,686.55,11.29,KG,True,2024-12-31
1373,0817869790412,Fantastic Bacon,Tecnología,TV,última,536,2092.32,8.76,UND,True,2026-03-04
1374,6360866756157,New Granite Keyboard,Bebés,Pañales,habían,337,53.27,2.38,UND,True,2023-09-11
1375,0595433283835,Car,Bebés,Pañales,u,475,271.93,2.33,KG,True,2024-06-11
1376,2864125458720,Sleek Chips,Hogar,Limpieza,quedó,567,515.66,12.5,KG,True,2024-08-03
1377,8225759429649,Bike,Bebés,Ropa bebé,ii,718,477.16,12.54,UND,True,2026-02-27
1378,2726518230262,Plastic Sausages,Bebés,Pañales,parte,603,97.68,0.66,LT,True,2026-02-22
1379,8718153391020,Hat,Tecnología,Celulares,cuba,47,160.09,14.01,LT,True,2024-10-16
1380,4987362326213,Granite Table,Bebés,Ropa bebé,fin,28,326.61,4.55,LT,True,2025-03-01
1381,5090240686848,Refined Soft Salad,Hogar,Limpieza,favor,69,4846.37,6.37,KG,True,2025-04-05
1382,4363926494596,Shirt,Bebés,Ropa bebé,otras,182,850.39,3.71,KG,True,2024-09-13
1383,0703930419767,Pizza,Hogar,Decoración,quien,245,470.13,7.46,UND,True,2024-03-13
1384,3672473773650,Shirt,Moda,Pantalones,central,719,22.41,19.4,KG,True,2025-05-14
1385,3892506090954,Practical Tuna,Hogar,Limpieza,evitar,69,88.69,17.5,LT,True,2023-08-25
1386,8937727951914,Intelligent Steel Salad,Hogar,Decoración,dirección,165,96.9,16.21,UND,True,2024-05-24
1387,5878182135996,Granite Pizza,Tecnología,Computadores,doctor,632,473.71,19.85,LT,True,2023-12-20
1388,4874276514914,Computer,Tecnología,TV,alguien,669,288.99,18.28,LT,True,2026-03-02
1389,7113929788058,Generic Mouse,Bebés,Juguetes,fútbol,632,175.46,16.63,LT,True,2025-08-21
1390,3653553439154,Intelligent Concrete Shirt,Hogar,Decoración,prueba,545,462.68,15.14,UND,True,2023-06-28
1391,6902761035427,Steel Shirt,Hogar,Decoración,suficiente,605,73.1,16.58,LT,True,2024-03-16
1392,5751392613136,Gorgeous Pants,Hogar,Cocina,padre,562,146.61,3.32,LT,True,2025-01-11
1393,5068739850872,Wooden Fish,Hogar,Cocina,carne,318,310.04,8.52,LT,True,2023-07-13
1394,0701652274244,Awesome Rubber Chicken,Tecnología,Celulares,características,440,2146.95,1.31,KG,True,2024-01-14
1395,9828694947439,Tuna,Bebés,Pañales,m,4,810.97,11.63,LT,True,2026-01-10
1396,9894760658417,Bike,Bebés,Juguetes,tierra,479,509.6,10.38,LT,True,2024-06-04
1397,6535554652619,Ergonomic Chair,Bebés,Juguetes,alrededor,257,221.82,8.94,LT,True,2025-11-10
1398,5535253041456,Generic Cotton Soap,Moda,Zapatos,oro,496,325.19,17.11,UND,True,2023-07-03
1399,7037067734183,Wooden Pizza,Moda,Pantalones,tres,83,1117.28,16.83,KG,True,2026-03-03
1400,0173214207449,Sausages,Moda,Pantalones,especial,446,2055.61,0.94,KG,True,2023-06-30
1401,9197140203826,Gently Used Rubber Keyboard,Tecnología,Computadores,pesetas,62,260.51,5.76,UND,True,2023-12-20
1402,7226103055959,Hat,Bebés,Ropa bebé,mes,408,519.67,5.85,LT,True,2024-07-19
1403,1398035446344,For repair Concrete Chair,Moda,Camisas,poco,681,826.07,0.97,LT,True,2024-05-07
1404,4229242624584,Gloves,Hogar,Limpieza,juan,251,498.39,9.46,LT,True,2025-10-17
1405,5323658910305,Fresh Mouse,Bebés,Ropa bebé,aun,345,89.41,17.15,LT,True,2025-04-15
1406,2609590184770,Ergonomic Hat,Hogar,Decoración,julio,460,157.21,14.36,UND,True,2025-08-18
1407,3690946407086,Tuna,Hogar,Decoración,comenzó,109,694.52,2.92,UND,True,2024-03-11
1408,4729677146274,Licensed Bacon,Bebés,Juguetes,análisis,516,188.5,17.69,UND,True,2024-07-31
1409,4603650759630,Computer,Hogar,Limpieza,informe,755,1990.59,7.4,UND,True,2024-08-06
1410,6456669616696,Intelligent Pants,Bebés,Pañales,pero,571,243.47,9.43,KG,True,2026-01-11
1411,3362745822635,Handcrafted Soap,Moda,Pantalones,silencio,354,87.25,11.4,UND,True,2025-12-26
1412,9568641755334,Frozen Sausages,Hogar,Decoración,ocasión,626,931.87,1.78,UND,True,2026-01-25
1413,4740973621630,Awesome Plastic Table,Bebés,Juguetes,ocasiones,683,231.04,6.19,UND,True,2025-04-28
1414,5951348738573,Soap,Hogar,Limpieza,primer,572,250.08,14.66,KG,True,2023-06-26
1415,8120723755833,Ergonomic Hat,Moda,Pantalones,económico,536,788.79,2.78,KG,True,2025-03-21
1416,2117479281149,Shirt,Tecnología,TV,ojos,474,123.0,8.9,LT,True,2024-01-12
1417,4323433455978,Rubber Table,Moda,Zapatos,desde,440,359.5,7.62,UND,True,2024-02-02
1418,3310157280789,Unbranded Granite Sausages,Hogar,Limpieza,su,484,98.61,18.19,KG,True,2023-10-01
1419,9955766712135,Soap,Tecnología,Celulares,pública,13,357.28,5.23,UND,True,2025-09-03
1420,1606240153569,Metal Mouse,Bebés,Pañales,derechos,399,64.32,14.17,KG,True,2025-04-08
1421,2280248927873,Handmade Pants,Bebés,Ropa bebé,recursos,635,142.84,2.93,LT,True,2025-08-04
1422,5506615507569,Chips,Moda,Zapatos,personas,201,813.13,1.14,KG,True,2023-06-07
1423,9568083611151,Keyboard,Hogar,Decoración,siempre,91,1211.76,18.39,LT,True,2024-04-27
1424,3320963448570,Steel Towels,Hogar,Limpieza,martín,255,136.7,10.06,KG,True,2026-04-26
1425,7899940404909,Soft Soap,Bebés,Ropa bebé,vio,675,135.23,13.61,KG,True,2024-05-09
1426,2380883887416,Rubber Hat,Hogar,Limpieza,tomar,603,366.85,4.8,UND,True,2024-10-24
1427,9194693918238,Cheese,Bebés,Pañales,ir,291,147.56,19.32,LT,True,2024-06-20
1428,2826478693531,Wooden Car,Tecnología,Celulares,carácter,237,845.77,17.9,KG,True,2024-01-15
1429,6073694324190,Ball,Hogar,Limpieza,política,619,82.47,13.01,UND,True,2024-12-03
1430,0986953461603,Tasty Pizza,Bebés,Juguetes,pueden,458,176.89,16.44,LT,True,2024-09-28
1431,0860252413580,New Rubber Soap,Bebés,Ropa bebé,presencia,412,2028.18,1.05,LT,True,2023-06-24
1432,6802827227608,Used Plastic Pizza,Tecnología,TV,creo,790,483.37,12.26,KG,True,2023-05-19
1433,2966415701841,Cotton Pizza,Tecnología,Celulares,económica,404,594.08,18.4,LT,True,2025-05-09
1434,9309424793996,Intelligent Plastic Pants,Bebés,Ropa bebé,anterior,310,273.8,3.23,UND,True,2024-12-18
1435,0269599078337,Bacon,Tecnología,TV,todos,287,76.74,5.66,LT,True,2023-09-20
1436,5334328688172,Concrete Pants,Tecnología,Celulares,amigo,317,1558.49,3.22,LT,True,2025-04-02
1437,4272984050890,Sausages,Bebés,Ropa bebé,cama,535,402.51,6.52,UND,True,2025-03-09
1438,4402424264833,Gently Used Hat,Bebés,Ropa bebé,manuel,439,855.51,18.25,UND,True,2025-06-11
1439,2876347582084,Intelligent Plastic Pants,Tecnología,Celulares,posición,349,251.83,6.69,LT,True,2024-04-06
1440,3633527930146,Metal Keyboard,Tecnología,Celulares,juan,684,322.78,1.02,UND,True,2025-03-15
1441,7302740836882,Wooden Computer,Hogar,Cocina,demás,274,221.99,4.53,LT,True,2025-01-08
1442,2723235483827,Generic Wooden Table,Moda,Camisas,vuelve,583,406.84,5.33,KG,True,2024-03-27
1443,7662290829421,Tuna,Hogar,Limpieza,dice,562,206.83,0.2,KG,True,2025-08-13
1444,4401520994842,Practical Wooden Chair,Moda,Pantalones,mirada,755,139.81,0.49,LT,True,2024-04-19
1445,2415925551656,Salad,Moda,Zapatos,destino,504,271.62,9.71,UND,True,2026-03-28
1446,6142741566859,Towels,Bebés,Ropa bebé,hombres,646,561.38,7.13,LT,True,2023-12-23
1447,5283193128125,Gorgeous Concrete Pants,Moda,Zapatos,permite,747,1060.23,14.56,KG,True,2024-09-17
1448,7592062851865,Gently Used Soft Ball,Bebés,Pañales,medio,140,86.07,10.95,UND,True,2024-02-06
1449,9721126585561,Frozen Bacon,Tecnología,Computadores,cambio,629,803.74,13.1,KG,True,2024-09-14
1450,6931871580473,Incredible Wooden Chair,Bebés,Pañales,último,583,164.73,5.51,LT,True,2025-05-13
1451,6272760586900,Steel Sausages,Moda,Zapatos,igual,263,120.89,19.98,LT,True,2025-07-11
1452,2976079219170,Gently Used Frozen Chips,Moda,Pantalones,posible,242,127.71,3.53,LT,True,2025-07-31
1453,0351092096885,For repair Granite Soap,Bebés,Pañales,muerto,603,4475.89,1.01,UND,True,2026-04-09
1454,7471448939109,Intelligent Chicken,Hogar,Decoración,perdido,69,697.12,19.17,LT,True,2024-04-16
1455,5899980452122,Sleek Bike,Hogar,Cocina,mundial,85,104.7,9.05,KG,True,2025-11-08
1456,5238570032045,Tasty Wooden Pants,Bebés,Juguetes,empresa,108,190.6,6.48,UND,True,2026-02-17
1457,6284912996499,Intelligent Chips,Tecnología,TV,meses,119,85.23,1.57,KG,True,2025-12-22
1458,9246552505094,Cotton Chips,Hogar,Cocina,período,662,88.11,15.55,KG,True,2023-10-16
1459,5023937324181,Refined Gloves,Bebés,Juguetes,deben,666,84.86,5.83,UND,True,2023-08-30
1460,2358720852040,Soap,Bebés,Juguetes,palabras,740,116.78,5.32,KG,True,2025-11-02
1461,5694966195129,Fish,Moda,Camisas,importantes,560,712.26,7.19,LT,True,2024-06-24
1462,2872490048514,Unbranded Hat,Bebés,Ropa bebé,cargo,12,961.29,11.55,KG,True,2025-10-20
1463,5920999490949,Bacon,Tecnología,Computadores,todos,362,131.75,18.29,LT,True,2025-10-11
1464,1379969128117,Practical Cheese,Hogar,Decoración,decir,341,219.04,12.44,LT,True,2025-01-25
1465,0573016354981,Small Keyboard,Moda,Zapatos,unidos,26,766.01,5.11,UND,True,2023-07-14
1466,0916219686648,Pizza,Hogar,Decoración,temas,261,343.5,6.19,LT,True,2025-10-01
1467,2269985066106,Sleek Soft Shoes,Bebés,Pañales,cosa,668,469.12,18.99,KG,True,2024-06-15
1468,5108983545473,Handmade Plastic Computer,Hogar,Cocina,diversos,477,197.24,3.47,UND,True,2025-02-24
1469,1500556048239,Tasty Steel Chips,Hogar,Decoración,cuatro,567,1530.73,12.44,UND,True,2023-06-16
1470,8095407587768,Fish,Tecnología,Computadores,vía,687,1844.47,10.43,UND,True,2024-03-04
1471,3560667648566,Steel Chicken,Hogar,Decoración,ninguna,493,682.3,14.4,KG,True,2025-12-07
1472,1364921197287,Plastic Computer,Tecnología,Computadores,país,592,181.69,14.34,LT,True,2024-03-19
1473,7701287714835,Unbranded Wooden Chips,Hogar,Limpieza,oro,379,88.73,2.65,LT,True,2026-01-08
1474,5773880627609,Granite Mouse,Moda,Pantalones,arte,161,1896.72,5.35,LT,True,2024-01-10
1475,6893554723341,Intelligent Concrete Chips,Hogar,Cocina,crecimiento,745,459.16,19.63,LT,True,2025-07-13
1476,6173761169478,Steel Gloves,Tecnología,TV,líder,138,372.89,18.31,KG,True,2025-09-30
1477,9055064189308,Sausages,Tecnología,Celulares,constitución,4,674.9,18.22,KG,True,2023-08-15
1478,2921674342440,Awesome Tuna,Hogar,Decoración,luis,355,340.32,15.72,LT,True,2024-05-21
1479,6417136144036,Incredible Metal Cheese,Moda,Zapatos,agua,315,254.04,10.14,KG,True,2025-02-10
1480,3991620806981,Ergonomic Bike,Tecnología,Celulares,propuesta,502,3037.48,2.91,UND,True,2026-01-01
1481,1673305671528,Computer,Tecnología,Computadores,los,301,1079.36,16.24,LT,True,2024-04-10
1482,9518898290782,Practical Gloves,Moda,Zapatos,sus,422,1743.77,15.32,UND,True,2023-07-28
1483,2707264442963,Concrete Towels,Bebés,Ropa bebé,pie,392,1610.01,10.75,KG,True,2025-09-02
1484,8832257311613,Granite Fish,Moda,Zapatos,solo,761,45.61,17.91,UND,True,2023-09-30
1485,7663464690922,Tasty Frozen Tuna,Hogar,Cocina,siguiente,605,761.02,2.04,KG,True,2024-11-09
1486,1632153397981,Intelligent Fresh Salad,Hogar,Limpieza,hija,659,545.47,18.62,LT,True,2024-01-24
1487,9044911223876,Handcrafted Mouse,Moda,Pantalones,metros,538,178.98,15.01,KG,True,2023-10-31
1488,4295553565588,Practical Computer,Hogar,Limpieza,pronto,342,5000.0,16.09,LT,True,2026-04-28
1489,8021027724566,Plastic Gloves,Moda,Zapatos,programa,502,386.03,18.58,UND,True,2025-04-30
1490,9572119673624,Wooden Ball,Hogar,Limpieza,capital,435,197.7,0.92,KG,True,2024-06-03
1491,7964522655090,Wooden Car,Moda,Pantalones,ciencia,742,288.68,9.39,LT,True,2024-03-05
1492,8949724973899,Bike,Bebés,Juguetes,pregunta,464,615.39,15.33,KG,True,2024-11-19
1493,3455474198550,Cheese,Hogar,Decoración,efectos,562,517.8,3.68,LT,True,2025-06-17
1494,8359204419845,Wooden Bacon,Hogar,Decoración,e,492,195.63,17.44,UND,True,2024-11-23
1495,9104504699607,Soft Gloves,Bebés,Pañales,si,288,767.34,3.4,UND,True,2024-06-05
1496,9322858606663,Gently Used Wooden Shirt,Hogar,Decoración,cabeza,709,342.45,19.57,UND,True,2023-07-26
1497,1031165841596,Licensed Pizza,Bebés,Ropa bebé,cuanto,479,257.59,3.23,KG,True,2025-07-10
1498,4326938182868,Pants,Bebés,Pañales,ni,643,268.94,5.17,LT,True,2023-07-01
1499,8547327506201,Ergonomic Soft Shoes,Bebés,Pañales,algunos,230,103.24,8.1,UND,True,2026-02-07
1500,0006291632982,Plastic Shirt,Tecnología,TV,están,461,125.98,8.1,UND,True,2024-11-16
1501,0756580418048,Soft Towels,Moda,Camisas,el,33,115.53,1.59,KG,True,2026-02-15
1502,0911974711284,Generic Wooden Chicken,Bebés,Juguetes,medios,667,30.55,4.93,LT,True,2026-04-16
1503,7621284050814,Soap,Moda,Pantalones,juego,579,466.18,8.98,LT,True,2025-12-26
1504,6443303416378,New Plastic Sausages,Hogar,Limpieza,junio,470,119.67,18.25,KG,True,2026-02-20
1505,1465149333973,Cotton Bike,Tecnología,Celulares,director,483,219.15,10.44,LT,True,2024-03-21
1506,6752476144682,Soap,Bebés,Pañales,muerto,575,244.87,5.41,UND,True,2024-10-22
1507,5474641290321,Incredible Rubber Soap,Moda,Pantalones,sistemas,469,123.49,19.67,UND,True,2024-07-27
1508,5304710010454,Frozen Chicken,Bebés,Juguetes,importante,532,229.85,3.74,LT,True,2025-08-27
1509,8261449854759,Pants,Tecnología,Computadores,salida,385,358.67,11.55,LT,True,2023-06-23
1510,9840801545338,Salad,Bebés,Pañales,seguro,481,165.21,19.65,KG,True,2024-12-23
1511,5470166935983,Bacon,Hogar,Limpieza,industria,114,132.46,5.09,LT,True,2024-03-19
1512,9691676004037,Towels,Moda,Zapatos,de,455,179.95,6.74,UND,True,2024-06-29
1513,2678298804211,Ergonomic Bike,Moda,Zapatos,poder,429,857.65,0.58,UND,True,2024-06-17
1514,2861436706052,Concrete Gloves,Hogar,Decoración,en,404,187.7,8.87,LT,True,2026-01-31
1515,1971400607054,Plastic Chicken,Moda,Camisas,acuerdo,286,391.68,0.36,LT,True,2024-11-10
1516,1495141209075,Computer,Hogar,Decoración,hombres,497,200.72,11.61,KG,True,2026-04-29
1517,6641127236121,Handcrafted Soft Shoes,Hogar,Limpieza,local,286,297.7,11.86,KG,True,2025-10-30
1518,7858130707596,Frozen Table,Hogar,Decoración,movimiento,415,772.91,9.18,LT,True,2025-08-27
1519,6651329616157,Awesome Bike,Bebés,Ropa bebé,nuestras,436,134.94,16.57,KG,True,2023-07-07
1520,0497261952214,Cotton Ball,Tecnología,TV,julio,495,3073.8,13.84,KG,True,2024-08-15
1521,7190238763396,Rubber Computer,Bebés,Pañales,relación,678,473.31,12.07,KG,True,2023-06-22
1522,8774290790072,For repair Frozen Mouse,Hogar,Cocina,aumento,790,406.07,15.09,LT,True,2025-05-26
1523,8401363733512,Sleek Metal Fish,Bebés,Ropa bebé,carlos,594,116.01,2.77,LT,True,2025-05-31
1524,9881745179753,Sleek Table,Hogar,Decoración,datos,2,634.52,16.55,UND,True,2023-06-19
1525,3682145495469,New Rubber Soap,Tecnología,Computadores,presencia,601,1748.12,0.63,LT,True,2023-12-06
1526,8278284207213,Handcrafted Cotton Hat,Tecnología,TV,pasar,278,155.57,12.82,LT,True,2024-12-16
1527,6280611059978,Cheese,Bebés,Pañales,intereses,199,121.34,7.43,LT,True,2025-09-12
1528,0420375825570,Steel Mouse,Moda,Camisas,acuerdo,530,347.09,14.71,KG,True,2026-04-24
1529,6141296884920,Fresh Tuna,Hogar,Cocina,banco,131,120.59,19.08,KG,True,2024-11-03
1530,9492627500833,Cotton Chair,Hogar,Cocina,juicio,428,210.89,19.44,LT,True,2024-09-01
1531,7330920839910,Pants,Tecnología,Computadores,también,170,764.44,8.88,KG,True,2023-08-06
1532,9656029870868,Licensed Steel Shoes,Hogar,Decoración,pueblo,516,1941.71,1.05,KG,True,2024-04-13
1533,4903284126922,Licensed Chips,Hogar,Decoración,españa,198,798.87,17.91,LT,True,2023-08-17
1534,0436529265628,Computer,Hogar,Cocina,campaña,633,140.09,4.94,LT,True,2024-02-03
1535,3790699184279,Steel Pizza,Tecnología,Computadores,tenemos,510,251.22,18.66,LT,True,2023-07-29
1536,5430484740980,Tasty Sausages,Tecnología,Computadores,una,125,233.55,4.17,KG,True,2024-03-15
1537,2855793490150,For repair Cotton Bike,Hogar,Limpieza,común,630,366.01,3.65,KG,True,2025-12-08
1538,2246442248886,Gently Used Pizza,Tecnología,TV,necesidad,720,801.63,11.2,UND,True,2025-09-20
1539,2369530758637,Chair,Moda,Zapatos,autoridades,485,148.67,2.4,KG,True,2026-02-11
1540,6749917780660,Cotton Pizza,Bebés,Juguetes,lenguaje,326,2953.06,14.38,KG,True,2023-06-23
1541,3152872054203,Generic Fish,Bebés,Pañales,usted,160,116.97,17.06,LT,True,2024-01-19
1542,8532907286512,Gorgeous Steel Bacon,Bebés,Juguetes,domingo,690,144.31,6.77,KG,True,2023-11-04
1543,5823781006215,Practical Frozen Computer,Hogar,Cocina,no,667,148.75,15.2,LT,True,2023-08-05
1544,8939941353574,Unbranded Pants,Hogar,Decoración,hermano,420,3876.66,14.84,LT,True,2024-10-05
1545,2329685451807,Concrete Bacon,Hogar,Limpieza,noviembre,701,1697.06,18.98,KG,True,2024-04-14
1546,8842554018634,Sausages,Tecnología,TV,sentido,7,146.56,18.48,UND,True,2023-11-27
1547,9064183050819,Awesome Rubber Shirt,Bebés,Juguetes,fuerzas,531,208.9,11.03,LT,True,2025-06-14
1548,3949258612436,Incredible Cotton Gloves,Hogar,Decoración,profesional,22,301.05,17.31,LT,True,2023-07-21
1549,6116042714790,Concrete Chair,Tecnología,Celulares,autor,765,204.57,13.1,UND,True,2025-12-04
1550,1616538784634,Tasty Ball,Moda,Camisas,rey,566,815.29,5.1,LT,True,2026-03-29
1551,3835416677778,Incredible Fresh Soap,Tecnología,Celulares,problema,175,540.68,4.75,UND,True,2024-04-25
1552,0748841621458,Gently Used Steel Gloves,Tecnología,TV,palabra,202,405.5,16.91,LT,True,2025-11-11
1553,1302032290978,Wooden Bike,Hogar,Limpieza,amigos,653,751.83,18.24,LT,True,2026-01-13
1554,0687700493976,Ergonomic Hat,Tecnología,Computadores,igual,301,513.64,10.69,LT,True,2025-10-09
1555,8658411822869,Cotton Hat,Tecnología,Celulares,lenguaje,279,649.03,11.95,LT,True,2024-01-05
1556,2733584276483,Intelligent Soft Car,Moda,Pantalones,clase,564,393.75,6.18,LT,True,2024-01-18
1557,0343831438537,Fresh Shoes,Hogar,Cocina,comunidad,366,1852.62,16.52,KG,True,2024-12-30
1558,7420672349307,Pants,Bebés,Pañales,deja,486,377.75,13.5,KG,True,2025-12-12
1559,3486433109157,Incredible Metal Cheese,Hogar,Limpieza,niño,355,285.46,13.38,KG,True,2024-01-13
1560,8453970738114,Soap,Bebés,Juguetes,bajo,58,735.3,17.64,KG,True,2025-07-26
1561,4936967585778,Incredible Chair,Bebés,Juguetes,instituciones,248,584.44,6.36,UND,True,2025-06-07
1562,6860560603554,Shirt,Bebés,Ropa bebé,industria,552,324.45,3.62,LT,True,2023-06-10
1563,3271083146832,Keyboard,Bebés,Pañales,arte,44,64.35,16.42,UND,True,2026-03-07
1564,8854975353263,Handmade Plastic Bacon,Tecnología,Computadores,llamado,557,1356.11,3.59,LT,True,2023-05-18
1565,2420538904287,Fresh Keyboard,Bebés,Ropa bebé,ella,450,1147.1,16.83,UND,True,2025-03-27
1566,3466516958544,Ergonomic Chair,Bebés,Ropa bebé,movimiento,15,141.51,5.28,KG,True,2023-10-11
1567,7498104613173,Bacon,Bebés,Ropa bebé,negro,666,501.9,9.36,KG,True,2025-08-17
1568,8472497792270,Used Cotton Chips,Bebés,Juguetes,cine,712,196.36,2.96,UND,True,2025-07-31
1569,3431263340362,Used Fish,Tecnología,TV,trata,442,561.67,1.06,LT,True,2024-08-07
1570,8995704762366,Fish,Moda,Camisas,línea,3,1010.45,17.88,UND,True,2025-09-29
1571,4284113797019,Plastic Bike,Bebés,Pañales,cantidad,765,290.68,2.95,LT,True,2024-10-13
1572,6976646245126,Towels,Bebés,Ropa bebé,época,149,674.63,14.8,LT,True,2026-01-08
1573,6265554440861,Chair,Tecnología,Computadores,martín,759,80.91,15.49,KG,True,2023-08-17
1574,8519406416930,Table,Bebés,Pañales,cosas,57,140.08,0.59,KG,True,2024-12-09
1575,5477126455291,Handmade Car,Moda,Camisas,según,708,815.32,15.91,KG,True,2024-09-28
1576,5063275408174,Intelligent Metal Fish,Bebés,Pañales,mejor,240,174.79,19.34,KG,True,2025-09-26
1577,2174645788178,Incredible Cheese,Tecnología,Celulares,haciendo,557,144.84,16.67,LT,True,2024-12-08
1578,7854856970375,Shirt,Tecnología,Celulares,plan,493,160.37,0.51,KG,True,2025-05-12
1579,7651814038302,Cotton Towels,Moda,Camisas,nosotros,144,112.65,9.12,LT,True,2025-09-03
1580,1860552933701,Unbranded Soft Hat,Hogar,Cocina,ella,641,904.39,19.25,UND,True,2023-08-25
1581,8291431600439,Fish,Tecnología,Computadores,otras,108,973.69,9.95,KG,True,2025-12-27
1582,5858516046020,Keyboard,Bebés,Pañales,proceso,246,154.78,16.84,UND,True,2024-08-01
1583,7589278847232,Unbranded Rubber Towels,Tecnología,TV,dios,466,109.45,1.68,LT,True,2024-11-08
1584,0582387673478,Awesome Towels,Tecnología,TV,campo,452,301.5,2.5,KG,True,2024-04-04
1585,2409214313650,Keyboard,Hogar,Decoración,opinión,685,102.77,8.98,UND,True,2026-03-06
1586,4695613742315,Gently Used Table,Hogar,Cocina,abril,162,670.75,19.15,KG,True,2025-04-16
1587,1174930473735,Wooden Bacon,Hogar,Cocina,necesidad,780,334.56,12.69,UND,True,2023-11-07
1588,2274273683149,Intelligent Concrete Ball,Hogar,Cocina,pesar,365,230.36,10.42,KG,True,2025-10-01
1589,4530275169202,Fish,Moda,Pantalones,causa,517,919.71,5.26,UND,True,2026-01-21
1590,1325208616044,Chicken,Tecnología,TV,r,639,128.92,15.46,LT,True,2024-07-03
1591,7713895002570,Computer,Tecnología,Computadores,cierta,764,216.15,2.41,KG,True,2024-12-14
1592,6193368741808,Soft Table,Tecnología,Computadores,país,211,100.05,3.15,LT,True,2023-12-03
1593,8296955354868,Wooden Bike,Bebés,Ropa bebé,médico,120,83.38,3.75,UND,True,2023-11-15
1594,1816975259829,Hat,Moda,Pantalones,va,178,133.76,9.06,UND,True,2026-03-01
1595,5482827508269,Frozen Cheese,Hogar,Cocina,animales,58,147.36,17.87,UND,True,2025-07-13
1596,0560976116667,Bike,Bebés,Ropa bebé,podrá,649,134.37,13.26,LT,True,2024-09-03
1597,8981627931897,Rustic Cotton Soap,Hogar,Decoración,cama,439,302.21,13.38,UND,True,2024-05-19
1598,4250485839527,For repair Plastic Ball,Tecnología,TV,medidas,273,299.77,8.72,LT,True,2025-01-22
1599,2044811657358,Handcrafted Wooden Shirt,Moda,Camisas,comunidad,498,70.17,17.72,LT,True,2023-09-04
1600,0520752440089,Gently Used Fresh Pants,Bebés,Ropa bebé,esfuerzo,640,734.97,2.94,LT,True,2025-02-02
1601,5011737951232,Cotton Sausages,Bebés,Juguetes,cinco,668,72.71,0.78,UND,True,2024-01-05
1602,7057298187282,Gloves,Bebés,Juguetes,operación,246,58.85,11.59,LT,True,2024-09-13
