id_devolucion,id_trans_origen,art_id,id_tienda,fec_devolucion,qty_devuelta,motivo_cod,canal_devolucion,estado_devolucion,vr_reembolso
11364,368784,2399,137,2026-05-06,2,Entrega tardía,Tienda,Aprobada,2017.56
11365,513049,1412,3,2025-11-10,1,No era lo esperado,Web,Aprobada,3105.59
11366,264122,1634,26,2026-01-14,2,Error talla,Mobile,Rechazada,8318.48
11367,757227,1554,51,2026-01-17,5,Entrega tardía,Mobile,Rechazada,4793.35
11368,820855,671,104,2026-01-11,1,Entrega tardía,Web,Rechazada,837.21
11369,585061,3123,62,2025-10-23,6,Producto incompleto,Tienda,Pendiente,28140.84
11370,207526,524,5,2026-03-05,2,Entrega tardía,Tienda,Aprobada,510.1
11371,874516,353,116,2025-12-27,1,Entrega tardía,Web,Aprobada,1413.46
11372,235298,3766,109,2026-04-23,2,Error talla,Mobile,Rechazada,3102.02
11373,904755,521,20,2025-12-12,4,Error talla,Web,Pendiente,17772.2
11374,45464,4129,105,2026-05-04,4,No era lo esperado,Tienda,Aprobada,14447.16
11375,355548,2911,39,2026-03-29,3,No era lo esperado,Tienda,Pendiente,3599.73
11376,301130,3173,94,2026-05-14,1,Error talla,Mobile,Rechazada,470.15
11377,203191,2787,125,2026-05-17,1,Error talla,Web,Rechazada,1446.02
11378,850138,1376,37,2026-05-14,1,Producto defectuoso,Tienda,Rechazada,4321.39
11379,43715,2069,80,2026-02-05,2,No era lo esperado,Web,Rechazada,1782.0
11380,380395,4859,114,2026-05-10,1,No era lo esperado,Web,Rechazada,4155.09
11381,767463,2237,149,2026-02-07,1,Entrega tardía,Web,Rechazada,4108.38
11382,536965,3415,115,2026-05-07,2,Producto incompleto,Mobile,Pendiente,9307.04
11383,976290,3642,32,2026-03-24,2,No era lo esperado,Mobile,Rechazada,9413.64
11384,739615,1654,80,2025-09-21,2,Producto defectuoso,Mobile,Aprobada,7546.7
11385,851948,2190,102,2026-02-09,4,Producto incompleto,Tienda,Rechazada,16949.76
11386,948435,3340,135,2026-03-19,1,No era lo esperado,Tienda,Rechazada,3016.47
11387,800524,220,76,2026-05-04,1,Error talla,Web,Rechazada,2563.35
11388,861454,1881,52,2025-11-20,1,Producto defectuoso,Mobile,Pendiente,4267.84
11389,364554,560,90,2025-09-23,3,Entrega tardía,Tienda,Rechazada,10633.68
11390,615350,2801,10,2026-03-11,1,No era lo esperado,Tienda,Rechazada,4859.06
11391,255291,4356,100,2025-09-28,1,No era lo esperado,Web,Pendiente,4872.17
11392,938867,3826,4,2026-04-01,1,Producto defectuoso,Web,Pendiente,2185.08
11393,55485,4252,85,2026-03-27,2,Producto incompleto,Tienda,Rechazada,7518.08
11394,533714,54,33,2026-04-15,1,Error talla,Web,Pendiente,199.21
11395,373122,1354,20,2025-11-04,2,Producto incompleto,Web,Rechazada,857.4
11396,61056,4480,100,2026-03-11,2,Entrega tardía,Web,Rechazada,2295.68
11397,866109,2679,32,2025-12-06,2,Producto incompleto,Tienda,Rechazada,7412.4
11398,471072,4872,57,2026-04-22,2,Producto defectuoso,Mobile,Aprobada,8889.66
11399,358664,2760,17,2025-10-01,3,Producto incompleto,Tienda,Aprobada,9669.78
11400,404634,2168,112,2025-11-02,3,Producto incompleto,Web,Aprobada,11325.93
11401,135756,246,79,2026-04-27,2,Entrega tardía,Mobile,Rechazada,5733.26
11402,343506,1104,25,2025-08-01,1,Producto incompleto,Tienda,Pendiente,4677.52
11403,876986,308,79,2026-04-15,3,Producto defectuoso,Tienda,Aprobada,10760.4
11404,325443,2336,46,2026-05-17,1,Entrega tardía,Mobile,Rechazada,2555.09
11405,409560,2857,13,2026-05-10,2,Entrega tardía,Tienda,Aprobada,562.06
11406,407031,4048,6,2026-03-31,2,Error talla,Web,Aprobada,8296.16
11407,588647,295,128,2026-05-16,3,Producto incompleto,Web,Rechazada,7800.75
11408,25047,4521,62,2026-03-25,2,Producto incompleto,Mobile,Rechazada,8846.28
11409,477937,4842,83,2026-03-07,2,Entrega tardía,Mobile,Pendiente,1949.24
11410,748516,2579,30,2026-04-24,1,No era lo esperado,Mobile,Pendiente,3940.84
11411,308099,3571,18,2026-04-26,1,No era lo esperado,Web,Pendiente,2472.93
11412,971227,4114,138,2026-03-13,1,Producto defectuoso,Tienda,Aprobada,1671.17
11413,451176,2834,132,2026-05-17,2,Entrega tardía,Web,Rechazada,2367.0
11414,330063,2686,134,2026-04-21,1,Producto incompleto,Tienda,Pendiente,88.99
11415,357964,4352,111,2025-12-05,1,Producto incompleto,Mobile,Aprobada,4265.82
11416,112827,3292,67,2026-03-16,4,No era lo esperado,Mobile,Rechazada,1087.44
11417,378678,4699,21,2026-04-12,1,Producto incompleto,Web,Rechazada,907.17
11418,550039,3263,112,2025-12-21,3,Entrega tardía,Web,Rechazada,981.03
11419,545576,867,115,2026-05-06,3,Producto defectuoso,Tienda,Rechazada,4170.09
11420,427764,2345,38,2026-04-28,2,No era lo esperado,Web,Pendiente,2395.18
11421,103581,4648,109,2025-08-16,3,Producto incompleto,Tienda,Pendiente,9538.17
11422,617793,2373,28,2025-12-31,1,Producto defectuoso,Web,Aprobada,702.41
11423,927746,3556,49,2025-12-25,4,Producto defectuoso,Mobile,Pendiente,19279.96
11424,859219,2448,25,2026-01-03,3,Producto defectuoso,Tienda,Rechazada,5740.26
11425,342073,3938,19,2026-04-16,3,No era lo esperado,Web,Aprobada,801.3
11426,911756,4754,67,2026-03-24,1,Entrega tardía,Web,Pendiente,2485.02
11427,703766,231,130,2026-04-01,1,Producto defectuoso,Mobile,Aprobada,1040.22
11428,279400,2729,76,2025-12-26,2,Error talla,Tienda,Aprobada,307.84
11429,545873,3959,109,2026-04-24,3,Producto defectuoso,Web,Pendiente,1805.91
11430,426859,3685,23,2025-10-10,2,Entrega tardía,Web,Pendiente,8705.66
11431,784408,1751,42,2026-03-19,2,Error talla,Tienda,Aprobada,3052.18
11432,741297,4356,120,2026-02-23,2,No era lo esperado,Tienda,Aprobada,9744.34
11433,316435,3711,85,2026-02-17,2,Error talla,Tienda,Aprobada,1435.86
11434,209909,3657,73,2025-11-11,1,No era lo esperado,Mobile,Rechazada,3045.2
11435,326985,3094,144,2026-05-11,2,Producto incompleto,Mobile,Aprobada,9329.26
11436,727264,4573,42,2026-03-29,5,Producto defectuoso,Tienda,Aprobada,18655.55
11437,42579,2394,31,2026-02-20,2,Error talla,Mobile,Rechazada,8230.2
11438,28895,3741,32,2026-01-15,2,No era lo esperado,Mobile,Aprobada,9806.32
11439,233778,2226,46,2026-02-24,1,No era lo esperado,Web,Aprobada,1683.76
11440,526990,1267,88,2026-04-26,2,Producto incompleto,Web,Rechazada,195.16
11441,525006,2786,31,2026-05-05,3,Error talla,Web,Rechazada,11998.62
11442,917145,1173,73,2026-04-03,3,Entrega tardía,Web,Pendiente,13882.5
11443,969558,1193,44,2026-03-13,1,Producto incompleto,Tienda,Rechazada,3204.23
11444,276438,4185,116,2025-12-04,4,No era lo esperado,Tienda,Aprobada,14517.84
11445,706603,2081,8,2025-09-22,2,Producto defectuoso,Tienda,Pendiente,1416.78
11446,539881,244,76,2026-03-29,2,Error talla,Mobile,Pendiente,8565.68
11447,455040,4681,81,2025-11-05,3,Error talla,Tienda,Aprobada,9336.12
11448,664429,2835,44,2026-05-11,3,Producto incompleto,Web,Aprobada,10987.35
11449,166007,4045,135,2025-12-26,1,Error talla,Web,Aprobada,4022.87
11450,492645,3902,34,2026-04-19,4,Producto incompleto,Mobile,Rechazada,18857.84
11451,417997,4909,94,2026-02-18,1,Producto incompleto,Web,Rechazada,3858.36
11452,147092,1455,45,2026-05-09,2,Entrega tardía,Tienda,Rechazada,2428.84
11453,796714,2203,130,2026-04-30,1,Producto incompleto,Mobile,Rechazada,1243.63
11454,325476,1152,144,2026-01-08,2,Producto defectuoso,Mobile,Rechazada,2364.54
11455,529051,4672,142,2026-02-06,1,Error talla,Mobile,Pendiente,907.34
11456,384783,4276,98,2025-11-26,2,No era lo esperado,Tienda,Pendiente,4590.5
11457,304287,3466,70,2026-05-15,1,Producto defectuoso,Tienda,Aprobada,4655.21
11458,731450,1712,98,2025-09-13,3,No era lo esperado,Tienda,Rechazada,14769.18
11459,446836,429,47,2026-03-02,3,Entrega tardía,Tienda,Rechazada,1252.17
11460,35809,3939,54,2026-04-30,3,Producto incompleto,Web,Pendiente,4914.09
11461,483861,820,146,2026-01-02,1,Entrega tardía,Mobile,Rechazada,2725.92
11462,945338,442,88,2025-11-30,2,No era lo esperado,Web,Rechazada,3631.2
11463,857516,4248,68,2026-01-05,1,Entrega tardía,Tienda,Pendiente,2101.54
11464,960096,558,94,2026-02-20,1,Producto defectuoso,Mobile,Pendiente,1019.8
11465,561342,175,91,2026-01-22,4,Producto incompleto,Web,Aprobada,14830.44
11466,79255,1291,24,2025-11-01,2,Error talla,Web,Rechazada,1825.3
11467,220061,198,114,2026-03-31,1,Entrega tardía,Tienda,Aprobada,4644.83
11468,635244,2061,81,2026-04-03,3,Producto defectuoso,Web,Aprobada,12751.8
11469,839227,3079,108,2026-03-03,1,Producto incompleto,Tienda,Aprobada,4472.48
11470,641476,169,32,2025-12-28,1,Producto defectuoso,Web,Pendiente,29.29
11471,727288,227,94,2025-08-23,1,No era lo esperado,Mobile,Aprobada,576.68
11472,251448,4691,14,2025-12-20,3,Producto defectuoso,Mobile,Rechazada,9549.0
11473,532610,2052,131,2026-01-04,3,Producto incompleto,Tienda,Pendiente,424.2
11474,767699,1672,83,2026-02-19,1,No era lo esperado,Web,Rechazada,1073.49
11475,863828,1741,101,2026-04-02,1,Entrega tardía,Tienda,Rechazada,3661.28
11476,910385,2125,99,2026-05-06,2,Error talla,Tienda,Aprobada,8183.54
11477,667355,1482,21,2026-05-12,1,Error talla,Mobile,Rechazada,4589.29
11478,304925,4989,150,2026-04-03,2,Producto incompleto,Tienda,Rechazada,6012.4
11479,148948,2012,51,2026-05-12,4,Producto defectuoso,Mobile,Aprobada,11359.44
11480,435883,2722,8,2025-10-04,1,Producto incompleto,Web,Aprobada,675.31
11481,187341,3441,29,2026-02-23,3,No era lo esperado,Mobile,Rechazada,528.66
11482,192240,4356,138,2026-04-07,2,Entrega tardía,Mobile,Rechazada,9744.34
11483,718056,2309,101,2026-05-03,3,No era lo esperado,Web,Aprobada,11424.54
11484,194932,3173,29,2025-11-25,1,No era lo esperado,Mobile,Rechazada,470.15
11485,331248,2714,2,2025-11-16,1,No era lo esperado,Tienda,Aprobada,1450.8
11486,573549,2174,88,2026-04-20,1,Error talla,Web,Pendiente,1984.57
11487,660500,4538,108,2026-01-31,2,No era lo esperado,Mobile,Pendiente,1538.26
11488,333135,1659,120,2026-02-05,6,Producto incompleto,Tienda,Aprobada,9613.5
11489,785130,3256,14,2026-03-14,2,Producto defectuoso,Web,Aprobada,7091.8
11490,510061,4117,63,2026-05-05,1,Error talla,Tienda,Aprobada,2161.49
11491,941,888,85,2026-01-13,2,Producto incompleto,Web,Aprobada,2595.18
11492,313977,3458,5,2026-04-20,1,Producto incompleto,Tienda,Aprobada,912.63
11493,157645,4961,104,2026-03-29,2,Entrega tardía,Tienda,Pendiente,999.42
11494,825642,1412,68,2026-01-13,2,No era lo esperado,Mobile,Rechazada,6211.18
11495,644524,2631,49,2026-04-13,3,No era lo esperado,Tienda,Aprobada,6554.4
11496,391655,4841,127,2026-04-06,3,Producto defectuoso,Web,Aprobada,2954.91
11497,50594,3560,109,2025-06-18,1,Producto defectuoso,Mobile,Rechazada,473.23
11498,334249,1663,39,2026-05-13,1,Producto incompleto,Web,Aprobada,3218.19
11499,250111,1113,68,2026-04-21,2,No era lo esperado,Web,Aprobada,5359.78
11500,489215,1106,141,2026-05-17,1,Error talla,Web,Pendiente,1839.98
11501,442999,4816,112,2025-10-11,3,Error talla,Tienda,Aprobada,7429.98
11502,292753,2573,71,2026-05-02,2,Error talla,Mobile,Rechazada,4057.52
11503,64129,474,36,2026-05-16,2,Producto incompleto,Tienda,Aprobada,7849.4
11504,145456,3062,101,2025-11-14,4,Producto defectuoso,Mobile,Pendiente,2012.4
11505,389505,2919,78,2026-05-13,5,Entrega tardía,Tienda,Pendiente,11044.95
11506,573393,1947,91,2026-02-03,3,Producto defectuoso,Tienda,Pendiente,4951.77
11507,27798,3872,54,2026-05-16,1,No era lo esperado,Web,Aprobada,243.25
11508,490072,4694,3,2025-08-18,2,Producto incompleto,Mobile,Rechazada,2358.02
11509,655274,4538,77,2026-01-08,1,Error talla,Mobile,Aprobada,769.13
11510,40784,4429,54,2026-05-03,1,Producto incompleto,Mobile,Aprobada,373.07
11511,41820,1070,69,2026-05-16,1,Producto incompleto,Tienda,Rechazada,744.68
11512,750901,4505,31,2026-01-07,1,Producto defectuoso,Web,Rechazada,117.81
11513,970653,930,33,2026-04-29,1,Entrega tardía,Mobile,Rechazada,3312.63
11514,207012,4066,113,2025-07-01,1,Producto incompleto,Mobile,Pendiente,929.79
11515,246686,2802,149,2026-02-08,2,No era lo esperado,Mobile,Rechazada,8453.14
11516,682255,1995,66,2026-03-31,1,Entrega tardía,Web,Aprobada,2833.23
11517,744862,1524,68,2026-05-03,2,Error talla,Tienda,Pendiente,3632.3
11518,668572,2488,15,2026-04-28,1,Entrega tardía,Mobile,Aprobada,1592.32
11519,85201,2180,31,2025-11-09,1,Producto incompleto,Tienda,Aprobada,3044.44
11520,520392,1242,63,2026-04-14,1,Entrega tardía,Web,Aprobada,2915.19
11521,739987,4222,80,2025-10-22,1,Error talla,Mobile,Aprobada,4742.18
11522,690887,2342,18,2025-08-24,1,Producto defectuoso,Mobile,Rechazada,416.18
11523,536139,2894,59,2026-04-14,1,Entrega tardía,Mobile,Pendiente,4140.75
11524,884337,2397,55,2026-04-17,2,Producto incompleto,Mobile,Pendiente,8279.24
11525,911691,539,100,2026-05-17,1,Entrega tardía,Web,Pendiente,2911.07
11526,154463,1171,138,2026-05-07,1,No era lo esperado,Mobile,Pendiente,2701.08
11527,51023,1505,16,2025-12-11,3,Producto defectuoso,Web,Rechazada,6028.11
11528,160509,2614,2,2026-04-08,2,Error talla,Web,Pendiente,9958.86
11529,616999,4387,14,2026-03-21,1,Error talla,Web,Aprobada,3007.25
11530,757785,4655,102,2026-04-27,2,Producto incompleto,Mobile,Aprobada,2147.68
11531,24613,1649,88,2026-01-27,3,Entrega tardía,Web,Aprobada,13079.85
11532,516328,2726,54,2025-11-25,4,Producto defectuoso,Web,Rechazada,490.68
11533,477352,4369,5,2026-05-05,1,Error talla,Mobile,Pendiente,1502.07
11534,362800,2683,79,2025-12-29,2,Entrega tardía,Web,Rechazada,190.64
11535,990105,1995,143,2026-02-01,1,Error talla,Web,Pendiente,2833.23
11536,94498,4350,8,2025-11-15,4,Error talla,Mobile,Pendiente,17563.32
11537,513939,2516,148,2026-03-11,1,Producto incompleto,Web,Aprobada,1823.64
11538,311056,1256,149,2025-12-01,1,No era lo esperado,Tienda,Pendiente,4671.68
11539,165740,573,41,2025-11-16,1,Error talla,Mobile,Pendiente,2035.82
11540,973500,2794,103,2025-08-30,2,Producto defectuoso,Mobile,Pendiente,337.06
11541,274751,3310,150,2025-10-26,1,Producto incompleto,Tienda,Pendiente,3887.21
11542,674288,953,68,2025-10-06,1,Producto defectuoso,Web,Pendiente,2948.91
11543,752451,561,137,2026-05-10,1,No era lo esperado,Tienda,Pendiente,4808.9
11544,852560,1235,130,2025-07-03,1,Error talla,Mobile,Aprobada,3475.36
11545,155984,4858,56,2026-05-05,2,Producto defectuoso,Web,Rechazada,3600.5
11546,669756,1730,79,2025-11-28,1,Producto defectuoso,Mobile,Rechazada,4695.07
11547,239896,694,99,2026-03-28,3,Error talla,Mobile,Pendiente,10672.59
11548,794617,3132,14,2026-04-06,3,Error talla,Web,Aprobada,14864.73
11549,248531,3080,26,2025-11-18,3,Producto defectuoso,Web,Pendiente,13709.76
11550,864638,3972,9,2025-12-17,3,Producto incompleto,Mobile,Pendiente,8325.48
11551,114558,3832,112,2026-05-13,2,No era lo esperado,Web,Pendiente,2646.04
11552,164920,3379,98,2026-01-31,3,Error talla,Tienda,Pendiente,7691.4
11553,218671,709,77,2026-03-13,1,Entrega tardía,Mobile,Rechazada,2562.07
11554,931889,2823,90,2026-02-03,3,Producto defectuoso,Tienda,Aprobada,14642.64
11555,60934,4237,36,2026-03-01,2,No era lo esperado,Web,Aprobada,3653.14
11556,771543,2805,41,2026-05-01,1,Producto incompleto,Tienda,Pendiente,3779.45
11557,336104,2827,147,2026-03-11,2,Producto defectuoso,Web,Aprobada,3346.3
11558,78130,4144,102,2026-04-13,3,No era lo esperado,Tienda,Aprobada,7852.35
11559,807392,2720,149,2025-12-15,4,Producto incompleto,Web,Pendiente,1877.2
11560,433367,1414,133,2025-06-14,3,Producto incompleto,Mobile,Aprobada,14857.56
11561,798548,173,76,2026-05-01,3,Error talla,Mobile,Aprobada,5206.47
11562,321687,4640,58,2026-01-05,1,Error talla,Tienda,Aprobada,348.99
11563,38134,4353,107,2026-05-11,4,Entrega tardía,Web,Rechazada,10692.0
11564,43584,2220,72,2026-03-16,2,Producto defectuoso,Mobile,Rechazada,5215.5
11565,971491,4642,8,2025-12-02,4,No era lo esperado,Mobile,Aprobada,3601.04
11566,859273,1476,119,2026-05-08,5,Producto defectuoso,Web,Rechazada,20074.2
11567,33877,1819,58,2026-05-17,2,No era lo esperado,Mobile,Aprobada,8766.76
11568,110541,1848,95,2025-11-12,2,Entrega tardía,Tienda,Aprobada,5850.72
11569,973992,4566,103,2026-04-10,1,Producto incompleto,Tienda,Aprobada,1712.03
11570,605848,2287,2,2025-10-30,1,Entrega tardía,Mobile,Aprobada,2527.54
11571,766051,2701,67,2026-04-10,1,Producto incompleto,Web,Pendiente,4920.34
11572,550925,4675,115,2025-10-17,1,Producto defectuoso,Tienda,Pendiente,243.99
11573,810723,2356,129,2026-03-19,1,Producto incompleto,Mobile,Rechazada,3572.92
11574,163761,4874,5,2025-12-22,1,Producto defectuoso,Mobile,Aprobada,4451.87
11575,930108,33,111,2025-11-29,2,Producto defectuoso,Web,Rechazada,3771.34
11576,650899,4461,118,2026-04-03,1,Entrega tardía,Tienda,Aprobada,3098.62
11577,465811,1172,37,2026-01-27,2,No era lo esperado,Web,Rechazada,9775.74
11578,360063,1376,68,2026-02-18,1,No era lo esperado,Mobile,Pendiente,4321.39
11579,651936,4333,104,2025-12-14,4,Producto defectuoso,Mobile,Aprobada,1161.84
11580,764698,2286,79,2026-04-07,1,Error talla,Mobile,Aprobada,1171.83
11581,974217,4136,4,2026-05-16,5,Producto defectuoso,Web,Rechazada,19820.45
11582,600532,2457,13,2025-09-09,3,Producto incompleto,Web,Rechazada,11069.28
11583,666809,1017,96,2025-12-24,3,Producto defectuoso,Web,Aprobada,11072.79
11584,763708,767,143,2026-05-13,2,Entrega tardía,Web,Aprobada,8875.78
11585,522993,4519,99,2025-10-02,1,Producto defectuoso,Mobile,Pendiente,858.03
11586,155993,1931,77,2026-01-09,1,Producto incompleto,Web,Pendiente,2125.04
11587,661078,1141,101,2026-04-07,3,Producto incompleto,Tienda,Rechazada,13541.31
11588,350280,4553,56,2025-09-19,1,Producto incompleto,Mobile,Pendiente,293.79
11589,611420,4785,85,2026-02-23,2,Producto defectuoso,Tienda,Pendiente,9445.36
11590,842298,853,73,2025-11-01,1,No era lo esperado,Tienda,Aprobada,524.06
11591,814664,127,80,2026-05-10,1,Producto incompleto,Tienda,Aprobada,4052.57
11592,716177,4042,57,2026-05-11,2,Entrega tardía,Web,Aprobada,3890.32
11593,834430,2759,125,2026-04-26,1,No era lo esperado,Mobile,Rechazada,1447.7
11594,701794,485,32,2025-08-29,1,Producto incompleto,Web,Aprobada,4903.4
11595,541946,3400,88,2026-03-15,4,Producto defectuoso,Tienda,Aprobada,8194.72
11596,622096,4350,132,2026-03-10,1,Entrega tardía,Tienda,Aprobada,4390.83
11597,338931,3476,37,2026-05-07,1,Producto defectuoso,Mobile,Rechazada,1886.09
11598,809335,221,142,2026-05-12,1,No era lo esperado,Web,Pendiente,1200.26
11599,948930,2364,57,2026-04-30,1,Producto incompleto,Mobile,Pendiente,2775.19
11600,856785,198,55,2026-04-02,3,Entrega tardía,Web,Aprobada,13934.49
11601,48471,3804,18,2026-03-10,2,No era lo esperado,Web,Pendiente,2265.98
11602,138575,4834,128,2026-01-13,2,Producto defectuoso,Web,Aprobada,3081.98
11603,609178,1714,19,2026-03-25,1,No era lo esperado,Web,Pendiente,4751.98
11604,324827,260,119,2026-05-16,2,Producto incompleto,Web,Aprobada,539.36
11605,821899,3257,61,2026-03-06,2,Error talla,Web,Aprobada,6661.68
11606,674485,1370,10,2026-03-12,2,Error talla,Tienda,Aprobada,3531.06
11607,791062,2269,5,2025-12-14,1,Producto incompleto,Web,Pendiente,3166.58
11608,330456,4067,50,2026-05-15,2,Entrega tardía,Mobile,Rechazada,3303.3
11609,708580,874,51,2025-11-28,2,Error talla,Mobile,Aprobada,356.26
11610,741001,1753,62,2026-05-12,2,Producto incompleto,Mobile,Aprobada,6349.9
11611,889744,2782,133,2026-02-17,2,Entrega tardía,Web,Rechazada,7048.46
11612,734708,402,58,2025-11-05,1,Producto incompleto,Web,Aprobada,1550.15
11613,788158,4233,2,2025-11-30,1,Producto incompleto,Mobile,Rechazada,2473.39
11614,907007,4640,133,2025-10-03,3,Producto incompleto,Tienda,Aprobada,1046.97
11615,368398,85,13,2026-02-12,2,Producto incompleto,Tienda,Rechazada,1989.64
11616,694924,662,99,2025-11-18,2,No era lo esperado,Mobile,Aprobada,2113.28
11617,130517,297,111,2026-04-17,1,No era lo esperado,Mobile,Pendiente,383.87
11618,419051,1794,68,2026-02-24,3,Entrega tardía,Web,Pendiente,3455.22
11619,717144,196,131,2026-05-17,4,Producto defectuoso,Mobile,Pendiente,14481.44
11620,237436,269,124,2026-02-12,1,No era lo esperado,Mobile,Aprobada,4837.49
11621,969441,1118,12,2026-02-24,3,No era lo esperado,Mobile,Pendiente,1899.3
11622,290754,504,10,2026-03-24,3,Entrega tardía,Mobile,Aprobada,8029.92
11623,514643,4424,34,2025-10-29,1,Producto incompleto,Mobile,Rechazada,2673.1
11624,702547,4078,115,2026-03-20,3,Producto defectuoso,Web,Rechazada,11511.36
11625,813144,1833,147,2026-02-14,1,No era lo esperado,Tienda,Aprobada,28.52
11626,540643,4258,124,2026-02-26,1,Producto incompleto,Mobile,Pendiente,2631.56
11627,958061,174,51,2025-12-01,1,Entrega tardía,Tienda,Rechazada,2165.35
11628,355335,4321,95,2026-05-17,5,No era lo esperado,Tienda,Rechazada,1515.0
11629,780196,1814,31,2026-03-30,2,Producto defectuoso,Web,Pendiente,8816.06
11630,34946,3893,116,2026-04-09,2,Producto defectuoso,Mobile,Rechazada,4440.32
11631,776494,4685,133,2026-01-16,1,No era lo esperado,Mobile,Pendiente,3076.57
11632,386001,1480,66,2025-09-18,1,Error talla,Tienda,Rechazada,1862.02
11633,45221,1227,89,2026-04-08,1,Error talla,Tienda,Pendiente,3319.75
11634,535164,2281,86,2026-02-26,2,Producto defectuoso,Tienda,Aprobada,1026.68
11635,543371,646,28,2025-12-25,1,Producto incompleto,Mobile,Pendiente,1967.14
11636,705610,4091,79,2026-05-01,2,Producto incompleto,Mobile,Pendiente,7109.62
11637,808309,2418,129,2026-04-04,1,Error talla,Mobile,Aprobada,4566.58
11638,829733,1283,106,2026-05-09,2,Error talla,Tienda,Rechazada,689.74
11639,326207,3089,70,2026-05-11,1,Producto defectuoso,Mobile,Pendiente,2317.8
11640,167912,4406,137,2025-10-22,2,Producto defectuoso,Tienda,Pendiente,4118.94
11641,580008,1837,60,2026-05-13,4,No era lo esperado,Tienda,Rechazada,16882.72
11642,398842,980,111,2026-02-20,1,Entrega tardía,Mobile,Pendiente,2759.99
11643,837767,3721,119,2025-12-23,4,Producto defectuoso,Tienda,Rechazada,19943.88
11644,844700,4225,35,2026-03-15,1,Producto incompleto,Mobile,Aprobada,1615.8
11645,56630,3941,149,2026-01-31,2,Error talla,Mobile,Aprobada,1786.36
11646,477430,974,120,2026-04-23,2,Error talla,Web,Aprobada,5706.94
11647,255143,3774,64,2026-03-23,1,Entrega tardía,Mobile,Aprobada,3477.81
11648,959364,1770,42,2026-02-14,3,Entrega tardía,Web,Aprobada,9024.93
11649,717965,1230,77,2025-06-23,1,No era lo esperado,Tienda,Pendiente,2270.42
11650,584546,1063,47,2026-05-11,1,No era lo esperado,Tienda,Rechazada,1937.04
11651,307912,4434,139,2026-05-09,1,Entrega tardía,Mobile,Aprobada,4782.59
11652,750934,2379,133,2026-02-21,3,Error talla,Web,Aprobada,7905.21
11653,222173,2901,62,2026-01-04,2,Entrega tardía,Mobile,Pendiente,5755.68
11654,443106,4788,95,2026-01-07,1,No era lo esperado,Web,Pendiente,3583.32
11655,904516,2583,9,2026-01-10,1,Error talla,Web,Pendiente,2028.86
11656,968239,2466,14,2025-11-21,3,No era lo esperado,Web,Aprobada,10284.84
11657,172383,4917,60,2026-01-16,2,Producto incompleto,Tienda,Pendiente,4657.74
11658,733594,4785,53,2025-10-17,2,No era lo esperado,Mobile,Aprobada,9445.36
11659,431476,3744,17,2026-02-14,2,Producto defectuoso,Mobile,Aprobada,7954.72
11660,302948,3126,116,2025-11-07,3,Producto incompleto,Tienda,Rechazada,10383.12
11661,617097,4055,18,2026-02-17,3,Error talla,Mobile,Pendiente,14379.66
11662,446599,4054,14,2026-04-14,1,No era lo esperado,Mobile,Pendiente,2903.25
11663,603057,4501,96,2026-04-19,1,Error talla,Web,Rechazada,1394.84
11664,532141,4757,130,2026-03-05,5,Producto incompleto,Web,Pendiente,13233.05
11665,368691,3233,33,2026-05-05,1,No era lo esperado,Tienda,Aprobada,2353.22
11666,621811,2707,13,2026-04-28,2,Producto defectuoso,Web,Aprobada,4758.2
11667,542845,2273,88,2025-09-01,1,No era lo esperado,Mobile,Rechazada,1433.76
11668,845269,3348,52,2025-10-01,1,Producto defectuoso,Web,Rechazada,3266.14
11669,410745,4344,22,2025-10-05,2,Entrega tardía,Mobile,Aprobada,966.04
11670,567877,4764,74,2026-02-28,3,Producto incompleto,Mobile,Pendiente,3267.39
11671,611781,1733,125,2025-08-18,4,No era lo esperado,Web,Aprobada,18915.08
11672,279682,4176,27,2026-04-23,2,Producto incompleto,Tienda,Pendiente,2614.12
11673,99884,3742,73,2026-05-14,4,Error talla,Tienda,Rechazada,7931.44
11674,192679,2183,125,2026-02-11,3,Entrega tardía,Tienda,Aprobada,10973.22
11675,17199,2962,78,2026-04-28,2,Producto defectuoso,Web,Rechazada,2449.9
11676,385807,3625,70,2026-03-05,1,Producto incompleto,Tienda,Aprobada,3621.76
11677,300176,4436,73,2025-10-23,1,Producto incompleto,Tienda,Aprobada,2017.66
11678,73513,759,132,2025-12-27,1,Entrega tardía,Tienda,Aprobada,3588.38
11679,272212,3183,86,2026-03-13,1,Producto defectuoso,Web,Pendiente,3965.4
11680,24641,2789,139,2025-12-08,5,Producto incompleto,Tienda,Rechazada,16061.05
11681,942510,4616,42,2026-05-16,3,No era lo esperado,Tienda,Rechazada,2368.83
11682,934311,1715,58,2025-07-15,1,Error talla,Web,Pendiente,2579.43
11683,125869,3006,73,2025-11-25,4,Entrega tardía,Web,Aprobada,3305.52
11684,749338,1212,44,2026-01-28,2,Entrega tardía,Mobile,Pendiente,7686.94
11685,484510,393,121,2025-10-11,3,Entrega tardía,Mobile,Rechazada,2939.01
11686,51754,2347,10,2026-04-07,1,Error talla,Web,Rechazada,4461.3
11687,7334,683,33,2025-10-17,2,Entrega tardía,Mobile,Aprobada,881.38
11688,407147,1206,132,2025-10-21,3,Producto defectuoso,Mobile,Rechazada,4593.3
11689,199308,1687,113,2026-04-01,4,No era lo esperado,Mobile,Pendiente,2389.44
